name,target_rva,target_size,source,notes
??A?$map@$$CBV?$BitFlags@$0BB@@@PBVWeaponTemplateSet@@UMapHelper@?$SparseMatchFinder@VWeaponTemplateSet@@V?$BitFlags@$0BB@@@@@V?$allocator@U?$pair@$$CBV?$BitFlags@$0BB@@@PBVWeaponTemplateSet@@@_STL@@@_STL@@@_STL@@QAEAAPBVWeaponTemplateSet@@ABV?$BitFlags@$0BB@@@@Z,0x0033D19B,88,Code/GameEngine/Source/Common/Thing/ThingTemplate.cpp,reloc-derived;call-sites=1;identity=real
??0DumbProjectileBehavior@@QAE@PAVThing@@PBVModuleData@@@Z,0x003907A6,182,Code/GameEngine/Source/Common/Thing/ModuleFactory.cpp,reloc-derived;call-sites=1;identity=real
??0BaikonurLaunchPowerModuleData@@QAE@XZ,0x0039A027,391,Code/GameEngine/Source/Common/Thing/ModuleFactory.cpp,reloc-derived;call-sites=1;identity=real
?clear@TeamFactory@@QAEXXZ,0x003A2F4C,136,Code/GameEngine/Source/Common/RTS/PlayerList.cpp,reloc-derived;call-sites=1;identity=real
??0?$ConcreteModuleTemplate@V?$ModuleTag@$01$E?RENDEROBJECT_UPDATE_MODULE_KEY@FXParticleSystem@@3QBDB$E?RENDEROBJECT_UPDATE_MODULE_NAME@2@3QBDBVRenderObjectUpdateModule@2@VRenderObjectUpdateModuleTemplate@2@V?$DefaultParticleModule@$01@2@@FXParticleSystem@@@FXParticleSystem@@QAE@ABV01@@Z,0x003AEA15,142,Code/GameEngine/Source/GameClient/FXParticleSystemFactories.cpp,reloc-derived;call-sites=1;identity=real
?_bfme_updateTimedOps@@YAIXZ,0x003FE74B,71,Code/GameEngine/Source/Common/GameEngineClientSubsystems.cpp,reloc-derived;call-sites=1;identity=real
??0JetSlowDeathBehavior@@QAE@PAVThing@@PBVModuleData@@@Z,0x00403BEF,157,Code/GameEngine/Source/Common/Thing/ModuleFactory.cpp,reloc-derived;call-sites=1;identity=real
?_M_advance@?$_Deque_iterator_base@UBfmeE16@@@_STL@@QAEXH@Z,0x004217DD,98,Code/Libraries/Source/WWVegas/WWLib/stlport_deque_e16_o1.cpp,reloc-derived;call-sites=1;identity=real
??1Transport@@QAE@XZ,0x004494BA,64,Code/GameEngine/Source/Common/ConnectionManagerAttachTransport.cpp,reloc-derived;call-sites=1;identity=real
??0SalvageCrateCollideModuleData@@QAE@XZ,0x0048D541,203,Code/GameEngine/Source/Common/Thing/ModuleFactory.cpp,reloc-derived;call-sites=1;identity=real
??0RailedTransportDockUpdate@@QAE@PAVThing@@PBVModuleData@@@Z,0x004909D7,129,Code/GameEngine/Source/Common/Thing/ModuleFactory.cpp,reloc-derived;call-sites=1;identity=real
??0PoisonedBehavior@@QAE@PAVThing@@PBVModuleData@@@Z,0x004912A9,81,Code/GameEngine/Source/Common/Thing/ModuleFactory.cpp,reloc-derived;call-sites=1;identity=real
??0DozerAIUpdateModuleData@@QAE@XZ,0x00494D26,58,Code/GameEngine/Source/Common/Thing/ModuleFactory.cpp,reloc-derived;call-sites=1;identity=real
??0NeutronMissileUpdate@@QAE@PAVThing@@PBVModuleData@@@Z,0x00497ED0,263,Code/GameEngine/Source/Common/Thing/ModuleFactory.cpp,reloc-derived;call-sites=1;identity=real
??0FireWeaponWhenDamagedBehavior@@QAE@PAVThing@@PBVModuleData@@@Z,0x004A4CC7,141,Code/GameEngine/Source/Common/Thing/ModuleFactory.cpp,reloc-derived;call-sites=1;identity=real
??0MinefieldBehavior@@QAE@PAVThing@@PBVModuleData@@@Z,0x004A8E7B,116,Code/GameEngine/Source/Common/Thing/ModuleFactory.cpp,reloc-derived;call-sites=1;identity=real
??0ActiveShroudUpgrade@@QAE@PAVThing@@PBVModuleData@@@Z,0x004BAE1D,96,Code/GameEngine/Source/Common/Thing/ModuleFactory.cpp,reloc-derived;call-sites=1;identity=real
??0AnimationSteeringUpdateModuleData@@QAE@XZ,0x004BD651,50,Code/GameEngine/Source/Common/Thing/ModuleFactory.cpp,reloc-derived;call-sites=1;identity=real
??0MobNexusContainModuleData@@QAE@XZ,0x004C244D,118,Code/GameEngine/Source/Common/Thing/ModuleFactory.cpp,reloc-derived;call-sites=1;identity=real
??0AutoHealBehaviorModuleData@@QAE@XZ,0x004C32BC,169,Code/GameEngine/Source/Common/Thing/ModuleFactory.cpp,reloc-derived;call-sites=1;identity=real
??0MissileLauncherBuildingUpdate@@QAE@PAVThing@@PBVModuleData@@@Z,0x004CD933,66,Code/GameEngine/Source/Common/Thing/ModuleFactory.cpp,reloc-derived;call-sites=1;identity=real
?isDieApplicable@DieMuxData@@QBE_NPBVObject@@PBVDamageInfo@@@Z,0x004CE588,277,Code/GameEngine/Source/GameLogic/Object/Die/FXListDie.cpp,reloc-derived;call-sites=2;identity=real
?erase@?$vector@W4ParticleSystemID@@V?$allocator@W4ParticleSystemID@@@_STL@@@_STL@@QAEPAW4ParticleSystemID@@PAW43@0@Z,0x00532803,38,Code/GameEngine/Source/GameLogic/Object/Update/BoneFXUpdate.cpp,reloc-derived;call-sites=1;identity=real
?_M_push_back_aux_v@?$deque@UBfmeE8@@V?$allocator@UBfmeE8@@@_STL@@@_STL@@IAEXABUBfmeE8@@@Z,0x0054B456,101,Code/Libraries/Source/WWVegas/WWLib/stlport_deque_e8_o1.cpp,reloc-derived;call-sites=1;identity=real
??$copy_backward@U?$_Deque_iterator@UBfmeE12@@U?$_Nonconst_traits@UBfmeE12@@@_STL@@@_STL@@U12@@_STL@@YA?AU?$_Deque_iterator@UBfmeE12@@U?$_Nonconst_traits@UBfmeE12@@@_STL@@@0@U10@00@Z,0x00585A18,63,Code/Libraries/Source/WWVegas/WWLib/stlport_deque_e12_new_elements.cpp,reloc-derived;call-sites=2;identity=real
??0DockUpdate@@QAE@PAVThing@@PBVModuleData@@@Z,0x0058A290,384,Code/GameEngine/Source/GameLogic/Object/Update/DockUpdate/SupplyWarehouseDockUpdate.cpp,reloc-derived;call-sites=1;identity=real
?init@FrameData@@QAEXXZ,0x005DA4F9,101,Code/GameEngine/Source/Common/FrameDataManagerReset.cpp,reloc-derived;call-sites=1;identity=real
?doesFileExist@FileSystem@@QBE_NPBD@Z,0x00600D7D,189,Code/GameEngine/Source/GameClient/GUI/AptMapPreviewPictureImage.cpp,reloc-derived;call-sites=1;identity=real
??0ModuleData@@QAE@XZ,0x006024FD,70,Code/GameEngine/Source/GameLogic/Object/Die/DieModuleDataCtor.cpp,reloc-derived;call-sites=1;identity=real
?Return_File@RawFileFactoryClass@@QAEXPAVFileClass@@@Z,0x006132A0,36,Code/Libraries/Source/WWVegas/WWLib/ini.cpp,reloc-derived;call-sites=1;identity=real
?Seek@ChunkLoadClass@@QAEKK@Z,0x006150C0,221,Code/Libraries/Source/WWVegas/WW3D2/BFME2MotionChannelFactory.cpp,reloc-derived;call-sites=2;identity=real
??0GenBase009EB7D0@@QAE@XZ,0x0061ED40,51,Code/Libraries/Source/WWVegas/WW3D2/Rva00972A30AddPrototype.cpp,reloc-derived;call-sites=1;identity=real
?bfmeNextResource@@YA?AUBfmeResetAnyRef@@XZ,0x0061F310,175,Code/Libraries/Source/WWVegas/WW3D2/dx8wrapper.cpp,reloc-derived;call-sites=4;identity=real
?Begin@BfmeResourceEnumerator@@QAEXI@Z,0x00621480,69,Code/Libraries/Source/WWVegas/WW3D2/bfme_begin_resource_enumeration.cpp,reloc-derived;call-sites=1;identity=real
?Add_Prototype_Impl@BfmeResourceEnumerator@@QAEXPAX@Z,0x00621710,224,Code/GameEngineDevice/Source/W3DDevice/GameClient/Add_Prototype.cpp,reloc-derived;call-sites=1;identity=real
??$_M_allocate_and_copy@PBU?$pair@HH@_STL@@@?$vector@U?$pair@HH@_STL@@V?$allocator@U?$pair@HH@_STL@@@2@@_STL@@IAEPAU?$pair@HH@1@IPBU21@0@Z,0x00627960,78,Code/Libraries/Source/WWVegas/WWLib/stlport_vector_pair.cpp,reloc-derived;call-sites=1;identity=real
_bfmeDirectXErrorName@4,0x0062B16A,20572,Code/Libraries/Source/WWVegas/WW3D2/dx8wrapper.cpp,reloc-derived;call-sites=1;identity=real
??1Gen007EB140@@UAE@XZ,0x00657690,625,Code/Libraries/Source/DirtySock/Y2ScalarDeleters.cpp,reloc-derived;call-sites=1;identity=generated
??1BfmeDirtyBase@@UAE@XZ,0x00658650,7,Code/Libraries/Source/DirtySock/Y2ScalarDeleters.cpp,reloc-derived;call-sites=1;identity=real
?Rva007EB810Get@@YAHXZ,0x006587A0,6,Code/GameEngine/Source/GameNetwork/Y2FeslUtilJoin.cpp,reloc-derived;call-sites=2;identity=generated
?bfmeMakeBZA@@YAPAVBfmeCacheBZA@@PAVBfmeThingBZA@@@Z,0x006612C0,59,Code/GameEngine/Source/Common/BfmeConv556.cpp,reloc-derived;call-sites=1;identity=real
??1Gen007F4D00@@UAE@XZ,0x006617C0,39,Code/Libraries/Source/DirtySock/Y2ScalarDeleters.cpp,reloc-derived;call-sites=1;identity=generated
?bfmeInitDGD@BfmeThingDGD@@QAEPAV1@PAX@Z,0x00664620,228,Code/GameEngine/Source/Common/BfmeConv695.cpp,reloc-derived;call-sites=1;identity=real
??1Gen007F86D0@@UAE@XZ,0x00664710,363,Code/Libraries/Source/DirtySock/Y2ScalarDeleters.cpp,reloc-derived;call-sites=1;identity=generated
?bfmeInitDGF@BfmeThingDGF@@QAEPAV1@PAX@Z,0x00664DB0,95,Code/GameEngine/Source/Common/BfmeConv692.cpp,reloc-derived;call-sites=1;identity=real
?Set_Mesh@AABTreeClass@@QAEXPAVMeshGeometryClass@@@Z,0x00665640,10,Code/Libraries/Source/WWVegas/WW3D2/mesh_generate_culling_tree.cpp,reloc-derived;call-sites=1;identity=real
??1Gen007FA290@@UAE@XZ,0x006661A0,171,Code/Libraries/Source/DirtySock/Y2ScalarDeleters.cpp,reloc-derived;call-sites=1;identity=generated
?bfmeInitDGG@BfmeThingDGG@@QAEPAV1@PAX@Z,0x00666EC0,117,Code/GameEngine/Source/Common/BfmeConv693.cpp,reloc-derived;call-sites=1;identity=real
??0BfmeRva0066E270@@QAE@XZ,0x0066E270,106,Code/GameEngine/Source/Common/BfmeSubBZCSet.cpp,reloc-derived;call-sites=1;identity=generated
?bfmeRva0066EB40@BfmeSubBZC@@QAEXXZ,0x0066EB40,81,Code/GameEngine/Source/Common/BfmeSubBZCSet.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen008030A0@@UAE@XZ,0x0066EFC0,104,Code/Libraries/Source/DirtySock/Y2ScalarDeleters.cpp,reloc-derived;call-sites=1;identity=generated
?Rva00804920Update@@YAPBDPAURva008042B0Http@@@Z,0x00670960,2668,Code/Libraries/Source/DirtySock/Y2ProtoMangleHelpers.cpp,reloc-derived;call-sites=3;identity=generated
??1Gen00809750@@UAE@XZ,0x006755F0,91,Code/Libraries/Source/DirtySock/Y2ScalarDeleters.cpp,reloc-derived;call-sites=2;identity=generated
_Rva0080ADE0,0x00676CE0,542,Code/Libraries/Source/DirtySock/Y2Rva00806580Module.cpp,reloc-derived;call-sites=4;identity=generated
_Rva0080FD30,0x0067BC30,146,Code/Libraries/Source/DirtySock/Y4MultiPrecision.c,reloc-derived;call-sites=2;identity=generated
_Rva008118C0,0x0067D7C0,5,Code/Libraries/Source/DirtySock/Y5SmallHelpers.c,reloc-derived;call-sites=1;identity=generated
_Rva00812690,0x0067E590,1507,Code/Libraries/Source/DirtySock/Y4CommTable.c,reloc-derived;call-sites=1;identity=generated
_Rva00817B30,0x00683A30,2207,Code/Libraries/Source/DirtySock/Y4CommTransportLife.c,reloc-derived;call-sites=2;identity=generated
??1Rva001D28F0Element@@QAE@XZ,0x00689500,119,Code/Libraries/Source/WWVegas/WWLib/Rva001D25F0VectorInsertOverflow.cpp,reloc-derived;call-sites=1;identity=real
??0?$pair@$$CBVAsciiString@@V?$list@PAVSuperweaponInfo@@V?$allocator@PAVSuperweaponInfo@@@_STL@@@_STL@@@_STL@@QAE@ABU01@@Z,0x00689650,122,Code/GameEngine/Source/GameClient/InGameUI.cpp,reloc-derived;call-sites=1;identity=real
_piAddListingGamesCallback,0x0069F320,233,Code/GameEngine/Source/GameNetwork/GameSpy/peer/peerMainBlockingOperations.c,reloc-derived;call-sites=7;identity=real
_piStartedEnteringRoom,0x006A4A10,96,Code/GameEngine/Source/GameNetwork/GameSpy/peer/peerOperationsListGroupRooms.c,reloc-derived;call-sites=2;identity=real
??$__find_if@PBDU?$_Eq_int_bound@V?$char_traits@D@_STL@@@_STL@@@_STL@@YAPBDPBD0U?$_Eq_int_bound@V?$char_traits@D@_STL@@@0@ABUrandom_access_iterator_tag@0@@Z,0x006BE8C0,115,Code/Libraries/Source/WWVegas/WWLib/stlport_narrow_istream.cpp,reloc-derived;call-sites=1;identity=real
??1ModuleTagString@@QAE@XZ,0x006CE7F0,97,Code/GameEngine/Source/Common/Thing/ModuleInfoNuggetDestructor.cpp,reloc-derived;call-sites=1;identity=real
??1AsciiString@@QAE@XZ,0x006CEAD0,57,Code/GameEngine/Source/Common/Thing/ModuleInfoNuggetDestructor.cpp,reloc-derived;call-sites=1;identity=real
??0DrawableModule@@QAE@PAVThing@@PBVModuleData@@@Z,0x006DCD20,40,Code/GameEngine/Source/GameLogic/Object/Update/LaserUpdate.cpp,reloc-derived;call-sites=1;identity=real
??8@YA_NABVAsciiString@@0@Z,0x006EFBC0,5501,Code/GameEngine/Source/Common/Thing/ThingFactory.cpp,reloc-derived;call-sites=1;identity=real
?RenderStreak@StreakRendererClass@@QAEXAAVRenderInfoClass@@ABVMatrix3D@@IPAVVector3@@PAVVector4@@PAMABVSphereClass@@PAI@Z,0x00743700,14026,Code/Libraries/Source/WWVegas/WW3D2/streak.cpp,reloc-derived;call-sites=1;identity=real
?rva007537e0@@YAXXZ,0x007537E0,76,Code/GameEngine/Source/Common/Rva00753947Set.cpp,reloc-derived;call-sites=1;identity=generated
?bfmeOneCGD@BfmeThingCGD@@QAEXXZ,0x00758D10,193,Code/GameEngine/Source/Common/BfmeConv597.cpp,reloc-derived;call-sites=1;identity=real
?bfmeTwoCGD@BfmeThingCGD@@QAEXXZ,0x00758DE0,333,Code/GameEngine/Source/Common/BfmeConv597.cpp,reloc-derived;call-sites=1;identity=real
?bfmeGlobalCGD@@YAXXZ,0x00759600,1244,Code/GameEngine/Source/Common/BfmeConv597.cpp,reloc-derived;call-sites=1;identity=real
?insert_unique@?$_Rb_tree@PBVThingTemplate@@U?$pair@QBVThingTemplate@@H@_STL@@U?$_Select1st@U?$pair@QBVThingTemplate@@H@_STL@@@3@U?$less@PBVThingTemplate@@@3@V?$allocator@U?$pair@QBVThingTemplate@@H@_STL@@@3@@_STL@@QAE?AU?$_Rb_tree_iterator@U?$pair@QBVThingTemplate@@H@_STL@@U?$_Nonconst_traits@U?$pair@QBVThingTemplate@@H@_STL@@@2@@2@U32@ABU?$pair@QBVThingTemplate@@H@2@@Z,0x00759DB0,592,Code/GameEngine/Source/Common/RTS/ScoreKeeper.cpp,reloc-derived;call-sites=2;identity=real
__RTC_CheckEsp,0x0075A5A2,3,Code/GameEngine/Source/Common/Rva00813E30Wrap.cpp,reloc-derived;call-sites=403;identity=real
