uData	0x67c020
pContext->isSpriteInstBase() || pContext->isButtonInst() || pContext->isLevelInst() || pContext->isTextInst()	0x6ff980
sBuf.Size() != 0	0x6ffce0
!pCurrentContext || !pCurrentContext->isCIH() || pCurrentContext->c_cih()->isButtonInst() || pCurrentContext->c_cih()->isSpriteInstBase() || pCurrentContext->c_cih()->isLevelInst() || pCurrentContext->c_cih()->isTextInst()	0x6ffd80
nStackSizeCurrent >= nStackSizePre	0x7002c0
pCurrentContext == NULL || pCurrentContext->getRefCount() > 0	0x7002c0
!context.pRemoveWithAt || context.pInstruction <= context.pRemoveWithAt	0x7002c0
AptTrace: 	0x701c10
pTarget->isCIH()	0x701d80
__INTERFACES__	0x70e060,0x705d90
pTemp->ContainsNativeHashVirtual()	0x705d90
nInterfaces > 0	0x705d90
Implements Opcode attempting to mess with invalid object.	0x705d90
pObject->isScriptFunction() || pObject->isNativeFunction()	0x705d90
pInterpreter->stack.GetSize() > 2	0x705d90
(uint32_t)pInterpreter->stack.GetSize() == nPreStackSize	0x706070
loadVariable for '%s' returned empty variable name 	0x706370
gAptFuncs.pfnLoadVariablesNULL	0x706370
nStackElementsPost == nStackElementsPre || nStackElementsPost == (nStackElementsPre+1)	0x706660
LoadVars	0x706a40
MovieClip	0x706a40
TextFormat	0x706a40
nElements >= 0	0x706a40
Array	0x706a40
spRegBlockBase[i] == gpUndefinedValue	0x709670
snRegBlockCurrentFrameCount == 0	0x709670
spRegBlockCurrentFrameBase == spRegBlockBase	0x709670
C:\projects\bfme2patch103\bfme2\Code\Libraries\Source\Apt\AptObject\AptScriptFunction.cpp	0x709870,0x709a10,0x709f70,0x709670,0x7097b0,0x709730
spRegBlockCurrentFrameBase	0x709730
spRegBlockBase	0x709870,0x709a10,0x7097b0,0x709730
pSaveBase >= spRegBlockBase && pSaveBase <= spRegBlockCurrentFrameBase	0x7097b0
pOrigFunc	0x709a10
nIndex < ( snRegisterBlockSize - (spRegBlockCurrentFrameBase-spRegBlockBase))	0x709f70
nIndex < MAX_REGISTERS_IN_FUNCTION	0x709f70
pNewValue	0x709f70
c:\projects\bfme2patch103\bfme2\code\libraries\source\apt\AptNativeHash.h	0x70ac90,0x70a680,0x70a6d0,0x70a610
pHashItem->mValue != NULL	0x70a6d0
pHashItem != NULL	0x70a6d0
StringPool::GetString(SC_prototype)->UpdateHashValue() == HASH_VALUE_PROTOTYPE	0x70a740
StringPool::GetString(SC___proto__)->UpdateHashValue() == HASH_VALUE_PROTO	0x70a740
StringPool::GetString(SC_prototype)->GetLength() == LENGTH_PROTO	0x70a740
StringPool::GetString(SC___proto__)->GetLength() == LENGTH_PROTOTYPE	0x70a740
C:\projects\bfme2patch103\bfme2\Code\Libraries\Source\Apt\AptNativeHash.cpp	0x70b180,0x70aaa0,0x70ab30,0x70ac90,0x70af90,0x70a740
(pItem >= &mpData[0]) && (pItem < &mpData[mnTotalSize])	0x70aaa0
mpData != NULL	0x70ab30
IsEmpty()	0x70ab30
nBoundMin < nBoundMax	0x70ac90,0x70af90
nBoundMax < mnTotalSize	0x70ac90,0x70af90
pKey != NULL	0x70af90
nTableIndex >= 0 && nTableIndex < APT_ARRAYSIZE(aSpriteGperfToActionFlag)	0x70b180
saConstant[eSC].IsEmpty() == false	0x70b4f0
.\string\StringPool.inl	0x70b4f0
C:\projects\bfme2patch103\bfme2\Code\Libraries\Source\Apt\string\StringPool.cpp	0x70d9f0,0x70dbb0,0x70ddc0
saConstant[i].GetInternalRefCount() == 1	0x70d9f0
sCurrentMemorySaved == 0	0x70d9f0
pString->getRefCount() == 1	0x70d9f0
pString->getGCRoot() == AptValue::MAX_GCROOT	0x70d9f0
pString->getGCRoot() == 0	0x70dbb0
uHash == pString->str.GetHashValue()	0x70dbb0
pLocalString != NULL	0x70ddc0
bFound	0x70ddc0
registerClass	0x70dfb0
__INTERFACEs__	0x70dff0
nCXFormStack < APT_ARRAYSIZE(aCXFormStack)	0x70e330
C:\projects\bfme2patch103\bfme2\Code\Libraries\Source\Apt\AptRenderingContext.cpp	0x70e390,0x70e4e0,0x70e550,0x70e330,0x70e440
nCXFormStack > 0	0x70e390
pMatrix	0x70e440
nVertexMatrixStack < APT_ARRAYSIZE(aVertexMatrixStack)	0x70e4e0
nVertexMatrixStack > 0	0x70e550
(unsigned)aFrames[i].apControls[j]->frameLabel.szLabel < 0xfffff	0x70e900
(unsigned)pActions->aEventActions[k].actions.aActionStream < 0xfffff	0x70e900
(unsigned)pActions->aEventActions < 0xfffff	0x70e900
(unsigned)aFrames[i].apControls[j]->placeObject2.pActions < 0xfffff	0x70e900
(unsigned)aFrames[i].apControls[j]->placeObject2.szName < 0xfffff	0x70e900
(unsigned)aFrames[i].apControls[j]->initAction.actions.aActionStream < 0xfffff	0x70e900
(unsigned)aFrames[i].apControls[j]->action.actions.aActionStream < 0xfffff	0x70e900
(unsigned)aFrames[i].apControls[j] < 0xfffff	0x70e900
(unsigned)aFrames[i].apControls < 0xfffff	0x70e900
(unsigned)aFrames < 0xfffff	0x70e900
!phLabels	0x70e900
C:\projects\bfme2patch103\bfme2\Code\Libraries\Source\Apt\AptMovie.cpp	0x70f040,0x70f370,0x70e900
pItem->pControl->eType == AptControlType_PlaceObject2	0x70f040
pItem->pControlInfo != NULL	0x70f040
nFrame == pSprInst->getSpriteInstBase()->nFrame	0x70f040
nFrame >= 0 && nFrame < (int)nFrames	0x70f040,0x70f370
warning: soundstream level is always 0 	0x70f370
nStackSizePre == nStackSizePost	0x70f370
AptDoFrameControls	0x70f370
AptFrameActions	0x70f5c0
status	0x7308a0
No callback.	0x72b880,0x72b960,0x72ba60,0x72bb20,0x72bc40,0x72d550,0x72ccb0,0x72c390
Password too long.	0x72bc40
Email too long.	0x72bc40,0x72ccb0
Nick too long.	0x72bc40
The connection has already been disconnected.	0x72d550,0x72c390,0x72c200,0x72c580,0x72c6a0,0x72c9e0,0x72cc40,0x72c530,0x72c6f0,0x72c990,0x72d070
Invalid profile.	0x735760,0x735830
\reason\	0x7372c0,0x72c580
\newprofileid\	0x72c580
\sesskey\	0x732a50,0x7308a0,0x7355e0,0x72f7c0,0x735560,0x72c580,0x72c9e0,0x735830,0x72d070
\addbuddy\	0x72c580
Invalid reason.	0x72c580
Invalid index.	0x72c7e0
Invalid status.	0x72c7e0
\locstring\	0x72c9e0
\statstring\	0x72c9e0
Invalid locationString.	0x72c9e0
Invalid statusString.	0x72c9e0
Invalid message.	0x72cc40
\location\	0x72d070
\productid\	0x7308a0,0x72f2b0,0x72f5d0,0x72d070
\profileid\	0x732400,0x7308a0,0x7342b0,0x7345f0,0x72f2b0,0x72f7c0,0x72d070
\pinvite\	0x72d070
Out of memory.	0x7392b0,0x739440,0x738080,0x738640,0x732400,0x731cb0,0x731eb0,0x7308a0,0x730180,0x7302a0,0x7361c0,0x735980,0x7351d0,0x734d90,0x734d20,0x734330,0x7345f0,0x72ffa0,0x72f7c0,0x72e510,0x72d2f0,0x72d550
Empty directory in filename.	0x72d2f0
Directory level in filename.	0x72d2f0
Filename can't start with a slash.	0x72d2f0
Invalid character in filename.	0x72d2f0
:*?"<>| 	0x736800,0x72d2f0
Can't get info on file.	0x737a50,0x72d2f0
Can't find file.	0x72d2f0
Empty name.	0x72d2f0
Empty path.	0x72d2f0
File missing path and name.	0x72d2f0
No files to send.	0x72d550
Cannot send files in simulation mode.	0x72d550
\rate\	0x737450
Error saving profiles to disk.	0x72e300
The server has closed the connection.	0x72e510
There was an error reading from the server.	0x7308a0,0x72e510
Received an unrecognized, unsolicited message. 	0x72e510
No matching operation found for id %d 	0x72e510
CMD: %s 	0x72e510
\fatal\	0x72f7c0,0x72ee50
\errmsg\	0x72ee50
\err\	0x72ee50
\error\	0x72ee50
There was an error checking for a completed connection.	0x72ef10
Parse Error.	0x72efd0
ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789	0x72f2b0
There was an error connecting a socket.	0x738bd0,0x730180,0x72f0d0
Could not resolve connection mananger host name.	0x72f0d0
There was an error getting a socket's addres.	0x72f0d0
There was an error listening on a socket.	0x72f0d0
There was an error binding a socket.	0x72f0d0
There was an error making a socket non-blocking.	0x738bd0,0x730180,0x72f0d0
There was an error creating a socket.	0x738bd0,0x730180,0x72f0d0
\id\1	0x72f2b0,0x72f5d0
\namespaceid\	0x7308a0,0x72f2b0,0x72f5d0
\gamename\	0x7308a0,0x72f2b0,0x72f5d0
\port\	0x72f2b0
\firewall\1	0x72f2b0
\response\	0x72f2b0
\userid\	0x72f2b0,0x72f7c0
\user\	0x72f2b0
\uniquenick\	0x7308a0,0x7345f0,0x72f2b0,0x72f5d0,0x72f7c0
\authtoken\	0x72f2b0
\challenge\	0x72f2b0,0x72f7c0
\login\	0x72f2b0
%s%s%s%s%s%s	0x72f2b0,0x72f7c0
                                                	0x72f2b0,0x72f7c0
%s@%s	0x72f2b0,0x72f7c0
\cdkeyenc\	0x72f5d0
\passwordenc\	0x72f5d0
\nick\	0x738f00,0x7383c0,0x7308a0,0x7345f0,0x72f5d0
\email\	0x7308a0,0x7345f0,0x72f5d0
\newuser\	0x7308a0,0x72f5d0
Unexpected data was received from the server.	0x732400,0x731eb0,0x735980,0x7345f0,0x72f7c0
\lc\1	0x72f7c0
Could not authenticate server.	0x72f7c0
\proof\	0x72f7c0
\lc\2	0x72f7c0
Unexepected data was received from the server.	0x72f7c0
\nur\	0x72f7c0
\pid\	0x738f00,0x7383c0,0x7308a0,0x72f7c0
The server has refused the connection.	0x72fce0
\logout\\sesskey\	0x72fdf0
Invalid firewall.	0x72ffa0
Invalid connection.	0x72ffa0
Could not resolve search mananger host name.	0x730180
No search criteria.	0x7303b0
Invalid e-mail.	0x730510
Error reading from the search server.	0x7308a0
Could not connect to the search manager.	0x7308a0
usdone	0x7308a0
first	0x7308a0
odone	0x7308a0
others	0x7308a0
statuscode	0x7308a0
psrdone	0x7308a0
lastname	0x7308a0
firstname	0x7308a0
uniquenick	0x7308a0
bsrdone	0x7308a0
\preferrednick\	0x7308a0
\uniquesearch\	0x7308a0
\others\	0x7308a0
\cdkey\	0x7308a0
\productID\	0x7308a0
\check\	0x7308a0
\pmatch\	0x7308a0
\pass\	0x7308a0
\nicks\	0x7308a0
\valid\	0x7308a0
\skip\	0x7308a0
\icquin\	0x7308a0,0x7345f0
\lastname\	0x7308a0,0x7345f0
\firstname\	0x7308a0,0x7345f0
\search\	0x7308a0
\npr\	0x732400
Failed to open the disk cache file. 	0x7328f0
\delprofile\	0x732a50
Invalid date.	0x733460
\updateui\\sesskey\	0x733710
\updatepro\\sesskey\	0x733710
\chc\	0x7345f0
\mar\	0x7345f0
\inc\	0x7345f0
\ind\	0x7345f0
\occ\	0x7345f0
\pic\	0x7345f0
\sex\	0x7345f0
\zipcode\	0x7345f0
\aim\	0x7345f0
\countrycode\	0x7345f0
\homepage\	0x7345f0
\birthday\	0x7345f0
\publicmask\	0x734250
\getprofile\\sesskey\	0x7342b0
\sig\	0x738f00,0x7383c0,0x7345f0,0x735560
\conn\	0x7345f0
\pmask\	0x7345f0
\loc\	0x7345f0
\lat\	0x7345f0
\lon\	0x7345f0
SENDXXXX(%s): Connection closed 	0x734f10
There was an error sending on a socket.	0x734f10
RECVTOTL(%s): %d 	0x7351d0
RECVXXXX(%s): Connection closed 	0x7351d0
There was an error reading from a socket.	0x7351d0
\len\	0x738d00,0x735410
\msg\	0x735980,0x735410,0x7355e0
\fromprofileid\	0x735560
\authadd\	0x735560
\delprofileid\	0x735830
\delbuddy\	0x735830
Profile not a buddy.	0x735830
|signed|	0x735980
\date\	0x735980
\mtime%d\	0x736800,0x736500
\size%d\	0x736800,0x736500
\name%d\	0x736800,0x736500
\version\%d\num\%d	0x736500
\file\%d\reason\%d	0x736760
\num\	0x736800
\version\	0x736800,0x736b60
\result\	0x736b60
%sgpt_%d_%d_%d.gpt	0x736c70
\mtime\	0x736c70
\size\	0x736c70
\file\	0x737110,0x7372c0,0x7375a0,0x737650,0x736c70,0x736ea0
\md5\	0x7375a0,0x736ea0
HNDLDATA(PT): %d 	0x737110
\version\%d\result\%d	0x737850
%d %u %u	0x7378d0
\xfer\	0x7378d0
\file\%d\size\%d\mtime\%u	0x737a50
SENTTOTL(PT): %d 	0x737b00
\aack\	0x738f00,0x7383c0
\anack\	0x738f00,0x7383c0
%s%d%d	0x7383c0
\auth\	0x738f00,0x7383c0
Tried to remove peer not in list.	0x738980
Error connecting to a peer.	0x738bd0,0x738f00
\msg\ 	0x738d00
\m\%d\xfer\%d %u %u	0x738e20
\len\%d\msg\ 	0x738e60
Error parsing buddy message.	0x738f00
Error getting buddy authorization.	0x738f00
gpiProcessOperation was passed an operation with an invalid type (%d) 	0x739640
; truncating.  In order to fix this problem either set the geometry of the given object to non-small or reduce the geometry major radius. 	0x73aae0
 but maximum radius for small geometry is 	0x73aae0
 is too large for 'small' geometry. Radius given is 	0x73aae0
Object 	0x73aae0
*unknown*	0x73aae0
 is too large for a small object. Reduce major radius to a value less than 	0x73d090
 or make the geometry non-small. The diagonal is calculated as SquareRoot( MajorRad*MajorRad + MinorRad*MinorRad ). 	0x73d090
 is too large for a small object. Reduce the length of the diagonal of the box to a value less than 	0x73d090
 is too large - INI error? 	0x73d090
Geometry for 	0x73d090
%f %f	0x740eee
no value	0x7470d0
invalid tag for a userdata (%d)	0x747650
reference table overflow	0x747a70
cannot change the tag of a %.20s	0x747b90
namewhat	0x747e00
currentline	0x747e00
linedefined	0x747e00
short_src	0x747e00
source	0x747e00
invalid option	0x747e00,0x74b0f0
function or level expected	0x747e00
>%.10s	0x747e00
flnSu	0x747e00
level out of range	0x7480b0,0x748140
function expected	0x748280
wrong number of arguments	0x748900
out of range	0x748d60
invalid capture index	0x748ea0,0x749970,0x7493f0
invalid pattern capture	0x749390
malformed pattern (ends with `%')	0x748f10
malformed pattern (missing `]')	0x748f10
unbalanced pattern	0x7491a0
too many captures	0x749340,0x749720
unfinished capture	0x749720
appendto	0x74b490
_ERRORMESSAGE	0x74be50,0x74ddc0
_OUTPUT	0x74b490
_INPUT	0x74b490
generic I/O error	0x74aba0,0x74a260,0x74af10,0x74af70,0x74a490
cannot access a closed file	0x74a9b0,0x74aba0,0x74a1c0
global variable `%.10s' is not a file handle	0x74a1c0
not enough memory to read a file	0x74a870,0x74a910
invalid format	0x74a9b0
read patterns are deprecated	0x74a9b0
too many arguments	0x74be50,0x74a9b0
%.16g	0x74aba0,0x74e360
_STDERR	0x74b490
_STDOUT	0x74b490
_STDIN	0x74b490
nextvar	0x74c900
foreachvar	0x74c900
syntax error	0x7559c0,0x755e90
deprecated option `p' in `call'	0x74be50
value expected	0x751970,0x74bfa0
userdata(%d): %p	0x74bfa0
function: %p	0x74bfa0
table: %p	0x74bfa0
assertion failed!  %.90s	0x74c200
invalid order function for sorting	0x74c480
function `%.20s' is deprecated	0x74c8e0
_VERSION	0x74c940
Lua 4.0.1	0x74c940
value for `lua_getinfo' is not a function	0x74cd00
tag-method	0x74ce40
global	0x74d0b0,0x74ce40
field	0x74d0b0
local	0x74d0b0
attempt to %.30s a %.10s value	0x74d250
attempt to %.30s %.20s `%.40s' (a %.10s value)	0x74d250
attempt to compare %.10s with %.10s	0x74d2e0
attempt to compare two %.10s values	0x74d2e0
stack overflow	0x74d8d0,0x74d650
(stdin)	0x74db40
unable to recover; exiting 	0x74de30
string "%.99s"	0x74e210
string "	0x74e210
file `%.99s'	0x74e210
file `...%.99s'	0x74e210
perform arithmetic on	0x74e9a0
string size overflow	0x74eb30
`for' table must be a table	0x74ede0
`for' index must be a number	0x74ede0
`for' initial value must be a number	0x74ede0
`for' limit must be a number	0x74ede0
`for' step must be a number	0x74ede0
undefined operation	0x74ede0
settable	0x74fa20,0x74cd90
gettable	0x74fa20
`%.50s' is not a valid event name	0x74fa90
event `gc' for tables is deprecated	0x74fa90
event `%.50s' is deprecated	0x74fa90
tag table overflow	0x74fbc0
%d is not a valid tag	0x74fc90,0x74fe80,0x74fdf0
tag %d was not created by `newtag'	0x74fc60
tag method must be a function (or nil)	0x74fe80
cannot change `%.20s' tag method for type `%.20s'%.20s	0x74fe80
 with default tag	0x74fe80
table index is nil	0x7508f0,0x750460
invalid key for `next'	0x7505a0
table overflow	0x7506e0
memory allocation error: block too big	0x750a70
bad argument #%d to `%.50s' (%.100s)	0x751820
%.8s expected, got %.8s	0x751880,0x7519a0,0x751900
stack overflow (%.30s)	0x7518d0
control structure too long	0x751d60,0x751ff0
function or expression too complex	0x753160,0x7534e0,0x752810,0x752970,0x752a10,0x752bd0,0x752e10,0x752240,0x752690,0x752780,0x751de0,0x751ef0
constant table overflow	0x753a20,0x753a70,0x753b40,0x753ff0,0x751e30
line info overflow	0x7521d0
code size overflow	0x753160,0x7534e0,0x752810,0x752970,0x752a10,0x752bd0,0x752e10,0x752240,0x752690,0x752780
`%.20s' expected	0x753890,0x753850
`%.20s' expected (to close `%.20s' at line %d)	0x753960
<name> expected	0x753ad0,0x754860
local variables	0x753bf0
cannot access a variable in outer scope	0x7555c0,0x754980
upvalues	0x753dc0
upvalue must be global or local to immediately outer scope	0x753e40
cannot access upvalue in main	0x753e40
parameters	0x753f20
(step)	0x754590
(limit)	0x754590
(table)	0x754690
`in' expected	0x754690
`=' or `,' expected	0x754780
no loop to break	0x754ad0
<name> or `...' expected	0x754b70
<name> or `[' expected	0x754d30
`item groups' in a list initializer	0x754ea0
elements in a table constructor	0x755110
invalid constructor syntax	0x755110
function arguments expected	0x755250
<expression> expected	0x755650
variables in a multiple assignment	0x7559c0
<statement> expected	0x755f00
<eof> expected	0x7561c0
unexpected end of file in `%.99s'	0x7568d0,0x756a90,0x756a00,0x756b10,0x7563d0,0x756340,0x7564f0,0x7565f0,0x756770
bad code in `%.99s'	0x756560
bad signature in `%.99s'	0x756a00
virtual machine mismatch in `%.99s':   %.20s is %d but read %d	0x756a90
unknown number format in `%.99s':   read %.16g; expected %.16g	0x756b10
SIZE_B	0x756b10
SIZE_OP	0x756b10
SIZE_INSTRUCTION	0x756b10
sizeof(Instruction)	0x756b10
sizeof(size_t)	0x756b10
sizeof(int)	0x756b10
`%.99s' too old:   read version %d.%d; expected at least %d.%d	0x756b10
`%.99s' too new:   read version %d.%d; expected at most %d.%d	0x756b10
`%.99s' apparently contains more than one chunk	0x756d10
break	0x756f10
%.99s;   last token read: `%.30s' at line %d in %.80s	0x757150,0x756fd0,0x756f50
invalid control char	0x756fd0
0x%02X	0x756fd0
malformed number	0x757200
ambiguous syntax (decimal point x string concatenation)	0x757200
too many %.50s (limit=%d)	0x7574a0,0x7574e0
lines in a chunk	0x7574e0
unfinished long string	0x757550
unfinished string	0x7577e0
escape sequence too large	0x7577e0
unexpected `$' (pragmas are no longer supported)	0x757c90
Kernel32.dll	0x75a75f
Run-Time Check Failure #%d - %s	0x75a7f7
  Module: 	0x75a942
  Line: 	0x75a942
Invalid pointer was assigned at  File: 	0x75a942
' was corrupted.	0x75aad6
Stack around the variable '	0x75aad6
A variable is being used without being defined.	0x75ab62
' is being used without being defined.	0x75ab62
The variable '	0x75ab62
MSPDB71.DLL	0x75b03f
Module32Next	0x75acee
Module32First	0x75acee
GetModuleInformation	0x75acee
EnumProcessModules	0x75acee
PSAPI.DLL	0x75acee
CreateToolhelp32Snapshot	0x75acee
ImageNtHeader	0x75acee
IMAGEHLP.DLL	0x75acee
KERNEL32.DLL	0x75acee
EnvironmentDirectory	0x75b03f
SOFTWARE\Microsoft\VisualStudio\7.1\Setup\VS	0x75b03f
RegCloseKey	0x75b03f
RegQueryValueExA	0x75b03f
RegOpenKeyExA	0x75b03f
ADVAPI32.DLL	0x75b03f
PDBClose	0x75b177
DBIClose	0x75b177
ModClose	0x75b177
ModQueryLines	0x75b177
DBIQueryModFromAddr	0x75b177
PDBOpenDBI	0x75b177
PDBOpenValidate3	0x75b177
World	0x190f8e
Sas.Skeleton.MeshToJointToWorld[0]	0x190f8e
Sas.Camera.WorldToView	0x190f8e
Ambient	0x190f8e
Sas.Time.Now	0x190f8e
SFXVolume	0x2e4b2d
English	0x600e3a,0x603944,0x600c34,0x600d7d
meSpy3D	0x607e40,0x6071c0,0x607d50
rojectAphex	0x608ac0,0x607f00,0x607610,0x6088e0,0x609020,0x609420,0x608040,0x608df0
final\	0x607e40
gamestats.gamespy.com	0x608670
NetConnMAC: The NCBRESET return code is: 0x%x  	0x6584c0
*               	0x6584c0
NetConnMAC: Could not find any valid network addapters! 	0x6584c0
netconn: warning - calling NetConnStatus() while module is not initialized 	0x6583b0
%d.%d.%d %d:%02d:%02d	0x65a920
netconn: ignoring add of an idle handler that is already registered 	0x6651e0
netconn: unable to add new idle handler as table is full 	0x6651e0
netconn: ignoring delete of an idle handler that is not registered 	0x665280
netconn: removing idle handler at shutdown 	0x6653b0
dirtynetwin: addr remap %s	0x669b30
 to %s 	0x669b30
dirtynetwin: warning, trying to close socket 0x%08x that is not in the socket list 	0x6698c0
Warning: NetCritT is too small! 	0x66a9f0
%s: %s 	0x66ad50
%s: %s 	0x66ad50
ProtoMangle: Sockresolve failed! 	0x670960
ProtoMangle: Addr countdown failed! 	0x670960
ProtoMangle: Attempting to connect (addr=%08x, port=%d) 	0x670960
ProtoMangle: ST_HTTP_FAIL (err=%d) 	0x670960
ProtoMangle: Received HTTP header: %s 	0x670960
ProtoMangle: Bogus HTTP result! 	0x670960
 Content-Length:	0x670960
 Connection: close	0x670960
ProtoMangle: Trying to close 	0x670960
ProtoMangle: ST_FAIL (err=%d) 	0x670960
Http: got body bytes (%d) 	0x670960
HTTP request: %s 	0x670720
GET %s HTTP/1.1  Cookie: sessionID=%s  Accept: */*  Content-Length: 0  User-Agent: Custom/1.0  Host: %s    	0x670670
POST %s HTTP/1.1  Cookie: sessionID=%s  Content-Type: application/x-www-form-urlencoded  Content-Length: %d  Host: %s    %s  	0x672240
/getPeerAddress?myIP=%s&myPort=%d&version=1.0	0x670590
ProtoMangleCreate: buffer=%d bytes 	0x6702f0
status	0x671660
peerIP	0x6718b0
peerPort	0x6718b0
targetIP	0x671ab0
targetPort	0x671ab0
sendCount	0x671ab0
sourcePort	0x671ab0
protomangle: tearing down probe socket 0x%08x 	0x671cb0
protomangle: using shared socket ref 0x%08x to probe port %d 	0x671cb0
ProtoMangle: Error creating probe socket 	0x671cb0
protomangle: created probe socket 0x%08x 	0x671cb0
sourceIP=%s  sourcePort=%d  tag=%s  sendCount=%d  	0x671e90
ProtoMangle: Success 	0x671e90
ProtoMangle: Error %d 	0x671e90
sending probe %d/%d (%d) from port %d 	0x671e90
ProtoMangle: Warning, probe sequence mismatch 	0x6719a0
ProtoMangleCreate: Server:%s Port:%d GameID:%s LKey:%s 	0x670190
ProtoMangleDestroy: Shutting down 	0x670370
protomangle: connecting with sockref 0x%08x 	0x671400
HTTP Data: %s 	0x6714e0
HTTP Data: %s 	0x6714e0
myIP=%s&myPort=%d&version=1.0&status=%s&gameFeatureID=%s 	0x6720f0
&latency=%d	0x6720f0
/connectionStatus	0x6720f0
dirtyaddr: output buffer too small 	0x673a30
$%08x	0x673ae0
_ProtoPingCallback: ICMP_TIMEEXCEEDED from=%08x 	0x673f10
false	0x673fe0
_ProtoPingCallback: ICMP_ECHOREPLY from=%08x, time=%dms, data=%s, server=%s 	0x673fe0
_ProtoPingCallback: Unhandled ICMP type %d 	0x673d20
California	0x678860
Redwood City	0x678860
Electronic Arts, Inc.	0x678860
OTG3 Certificate Authority	0x678860
ProtoSSL: unsupported signature algorithm 	0x678860
ProtoSSL: subject mismatch %s != %s 	0x678860
ProtoSSL: modulus size mismatch 	0x678860
ProtoSSL: unknown signature algorithm, should never get here 	0x678860
ProtoSSL: signature hash mismatch 	0x678860
not server hello message 	0x6773b0
not x509 certificate 	0x6773b0
wrong server version 	0x6773b0
certificate buffer overrun 	0x6773b0
returned bogus cipher information 	0x6773b0
invalid connection sequence size 	0x6773b0
x509 certificate is invalid (error=%d) 	0x6773b0
server verify failed 	0x6773b0
challenge data mismatch 	0x6773b0
did not get finish message 	0x6773b0
send-%s-send	0x679c80
recv-%s-recv	0x679c80
iv-%s-iv	0x679c80
00-e0-98-8f-f8-e4:Greg's PC 00-e0-98-84-ce-cc:PS2 Dev Box 	0x67ae50
NetGameUtilControl: setting 'mwid' to %d 	0x67a4e0
NetGameUtilControl: 'mwid' value of %d is too large 	0x67a4e0
NetGameUtilControl: setting 'minp' to %d 	0x67a4e0
NetGameUtilControl: setting 'mout' to %d 	0x67a4e0
NetGameUtilControl: setting 'advf' to %d 	0x67a4e0
NetGameUtil: invalid conn param 	0x67a5c0
NetGameUtil: connect %d %s 	0x67a5c0
TCP:~1:1024 UDP:~1:1024	0x67a5c0
GmUtil	0x67a5c0
GmUtil	0x67a930
NetGameUtil: located peer=%08x, host=%08x 	0x67a930
%d.%d.%d.%d%s	0x67a930
NetGameUtil: connection complete 	0x67a930
Default Name	0x67ae50
TCP:~1:1024 UDP:~1:1024	0x67ae50
0123456789abcdef	0x67cef0
protoadvt: error, invalid kind 	0x67d8a0
protoadvt: error, invalid name 	0x67d8a0
protoadvt: error, invalid note 	0x67d8a0
protoadvt: error, invalid addr 	0x67d8a0
comm/datamodem	0x67f6c0
TAPI%d:	0x67f000
TAPI%d:	0x67f000
localhost	0x67f950
commtcp: peer=0x%08x:%d, host=0x%08x:%d 	0x680c60
CommTCPResolve: Resolve functionality not supported by CommTCP 	0x6802d0
TCP: output buffer full 	0x680440
CommTCP: Oversized packet send (%d bytes) 	0x680440
commsrp: peer=0x%08x:%d, host=0x%08x:%d 	0x682060
_CommSRPSendImmediate: SocketSendto returned %d 	0x681580
_CommSRPProcessSetup: Unrecognized control packet type %d 	0x681f20
_CommSRPProcessData: Reliable packet discarded due to input buffer overrun 	0x682180
_CommSRPProcessRecvQueue: Error %d - closing connection 	0x681ca0
CommSRPResolve: Resolve functionality not supported by CommSRP 	0x681660
CommSRPSend: input queue full 	0x6817b0
CommSRP: Oversized packet send (%d bytes) 	0x6817b0
CommSRPListen: Error %d binding socket 	0x682560
CommSRPConnect: Error %d binding socket 	0x682870
commudp: peer=0x%08x:%d, host=0x%08x:%d 	0x684400
CommUDPWrite: SocketSendto returned %d 	0x682f30
commudp: warning - connident mismatch 	0x684300
CommUdpSetup: sending CONN in response to INIT 	0x684300
CommUdpPoke: sending poke packet 	0x684920
CommUdpProcess: got RAW_PACKET_INIT 	0x683a30
CommUdpProcess: got RAW_PACKET_CONN 	0x683a30
