ordinal,rva,target_rva,section,kind,name
1069,0x0081BD10,,.rdata,data,??_7StreakDrawModuleInfo@FXParticleSystem@@6B@
1070,0x0081C780,,.rdata,data,??_7StreakDrawModuleTemplate@FXParticleSystem@@6B?$CategoryModuleInfo@$05@1@@
1071,0x0081BD20,,.rdata,data,??_7StreakDrawModuleTemplate@FXParticleSystem@@6B@
1072,0x0081BD60,,.rdata,data,??_7StreakDrawModuleTemplate@FXParticleSystem@@6BModuleTemplate@1@@
1073,0x0081C218,,.rdata,data,??_7TerrainCollisionModuleInfo@FXParticleSystem@@6B@
1074,0x0081C780,,.rdata,data,??_7TerrainCollisionModuleTemplate@FXParticleSystem@@6B?$CategoryModuleInfo@$07@1@@
1075,0x0081C238,,.rdata,data,??_7TerrainCollisionModuleTemplate@FXParticleSystem@@6B@
1076,0x0081C228,,.rdata,data,??_7TerrainCollisionModuleTemplate@FXParticleSystem@@6BModuleTemplate@1@@
1077,0x0081BBD0,,.rdata,data,??_7TerrainFireEmissionInfo@FXParticleSystem@@6B@
1078,0x0081C780,,.rdata,data,??_7TerrainFireEmissionModuleTemplate@FXParticleSystem@@6B?$CategoryModuleInfo@$04@1@@
1079,0x0081BBF0,,.rdata,data,??_7TerrainFireEmissionModuleTemplate@FXParticleSystem@@6B@
1080,0x0081BBE0,,.rdata,data,??_7TerrainFireEmissionModuleTemplate@FXParticleSystem@@6BModuleTemplate@1@@
1081,0x007E15A4,,.rdata,data,??_7WindModuleInfo@FXParticleSystem@@6B@
1082,0x007BB910,,.rdata,data,??_7Xfer@@6B@
1083,0x0002FB90,,.text,code,?ACos@@YAMM@Z
1084,0x00711AC0,,.text,code,?ASin@@YAMM@Z
1085,0x00003E04,,.text,code,?Add2D@Coord3D@@QAEAAV1@ABUCoord3DBase@@0@Z
1086,0x000038B3,,.text,code,?Add2D@Coord3D@@QAEAAV1@ABUCoord3DBase@@@Z
1087,0x000038B3,,.text,code,?Add@Coord2D@@QAEAAV1@ABUCoord3DBase@@@Z
1088,0x000038B3,,.text,code,?Add@Coord2D@@QAEAAV1@ABV1@@Z
1089,0x00003D04,,.text,code,?Add@Coord3D@@QAEAAV1@ABUCoord3DBase@@0@Z
1090,0x00003CD1,,.text,code,?Add@Coord3D@@QAEAAV1@ABUCoord3DBase@@@Z
1091,0x00003EA9,,.text,code,?Add@Coord3D@@QAEAAV1@ABUCoord3DBase@@ABVCoord2D@@@Z
1092,0x000038B3,,.text,code,?Add@Coord3D@@QAEAAV1@ABVCoord2D@@@Z
1093,0x00003E7B,,.text,code,?Add@Coord3D@@QAEAAV1@ABVCoord2D@@ABUCoord3DBase@@@Z
1094,0x0086BC94,,.rdata,data,?BOX_EMISSION_VOLUME_MODULE_KEY@FXParticleSystem@@3QBDB
1095,0x0086BC98,,.rdata,data,?BOX_EMISSION_VOLUME_MODULE_NAME@FXParticleSystem@@3QBDB
1096,0x0086C580,,.rdata,data,?BUTTERFLY_DRAW_MODULE_KEY@FXParticleSystem@@3QBDB
1097,0x0086C584,,.rdata,data,?BUTTERFLY_DRAW_MODULE_NAME@FXParticleSystem@@3QBDB
1098,0x007BAEA8,,.rdata,data,?CATEGORY@?$CategoryModuleInfo@$00@FXParticleSystem@@2W4ModuleCategory@2@B
1099,0x007BAEA4,,.rdata,data,?CATEGORY@?$CategoryModuleInfo@$01@FXParticleSystem@@2W4ModuleCategory@2@B
1100,0x007CE4C4,,.rdata,data,?CATEGORY@?$CategoryModuleInfo@$02@FXParticleSystem@@2W4ModuleCategory@2@B
1101,0x007C6C20,,.rdata,data,?CATEGORY@?$CategoryModuleInfo@$03@FXParticleSystem@@2W4ModuleCategory@2@B
1102,0x0081B904,,.rdata,data,?CATEGORY@?$CategoryModuleInfo@$04@FXParticleSystem@@2W4ModuleCategory@2@B
1103,0x007C4C58,,.rdata,data,?CATEGORY@?$CategoryModuleInfo@$05@FXParticleSystem@@2W4ModuleCategory@2@B
1104,0x00877E78,,.rdata,data,?CATEGORY@?$CategoryModuleInfo@$06@FXParticleSystem@@2W4ModuleCategory@2@B
1105,0x007BB880,,.rdata,data,?CATEGORY@?$CategoryModuleInfo@$07@FXParticleSystem@@2W4ModuleCategory@2@B
1106,0x007BAEAC,,.rdata,data,?CATEGORY@?$CategoryModuleInfo@$0A@@FXParticleSystem@@2W4ModuleCategory@2@B
1107,0x007BAEA8,,.rdata,data,?CATEGORY@?$ModuleTag@$00$E?VALUE@?$DefaultModuleKey@$00@FXParticleSystem@@2QBDB$E?VALUE@?$DefaultModuleName@$00@FXParticleSystem@@2QBDBV?$DefaultModule@$00@FXParticleSystem@@V?$DefaultModuleTemplate@$00@2@V?$DefaultParticleModule@$00@2@@FXParticleSystem@@2W4ModuleCategory@2@B
1108,0x007BAEA4,,.rdata,data,?CATEGORY@?$ModuleTag@$01$E?RENDEROBJECT_UPDATE_MODULE_KEY@FXParticleSystem@@3QBDB$E?RENDEROBJECT_UPDATE_MODULE_NAME@2@3QBDBVRenderObjectUpdateModule@2@VRenderObjectUpdateModuleTemplate@2@VRenderObjectParticleUpdateModule@2@@FXParticleSystem@@2W4ModuleCategory@2@B
1109,0x007BAEA4,,.rdata,data,?CATEGORY@?$ModuleTag@$01$E?VALUE@?$DefaultModuleKey@$01@FXParticleSystem@@2QBDB$E?VALUE@?$DefaultModuleName@$01@FXParticleSystem@@2QBDBV?$DefaultModule@$01@FXParticleSystem@@V?$DefaultModuleTemplate@$01@2@V?$DefaultParticleModule@$01@2@@FXParticleSystem@@2W4ModuleCategory@2@B
1110,0x007CE4C4,,.rdata,data,?CATEGORY@?$ModuleTag@$02$E?VALUE@?$DefaultModuleKey@$02@FXParticleSystem@@2QBDB$E?VALUE@?$DefaultModuleName@$02@FXParticleSystem@@2QBDBV?$DefaultModule@$02@FXParticleSystem@@V?$DefaultModuleTemplate@$02@2@V?$DefaultParticleModule@$02@2@@FXParticleSystem@@2W4ModuleCategory@2@B
1111,0x007C6C20,,.rdata,data,?CATEGORY@?$ModuleTag@$03$E?CYLINDRICAL_EMISSION_VELOCITY_MODULE_KEY@FXParticleSystem@@3QBDB$E?CYLINDRICAL_EMISSION_VELOCITY_MODULE_NAME@2@3QBDBVCylindricalEmissionVelocityModule@2@VCylindricalEmissionVelocityModuleTemplate@2@V?$DefaultParticleModule@$03@2@@FXParticleSystem@@2W4ModuleCategory@2@B
1112,0x007C6C20,,.rdata,data,?CATEGORY@?$ModuleTag@$03$E?HEMISPHERICAL_EMISSION_VELOCITY_MODULE_KEY@FXParticleSystem@@3QBDB$E?HEMISPHERICAL_EMISSION_VELOCITY_MODULE_NAME@2@3QBDBVHemisphericalEmissionVelocityModule@2@VHemisphericalEmissionVelocityModuleTemplate@2@V?$DefaultParticleModule@$03@2@@FXParticleSystem@@2W4ModuleCategory@2@B
1113,0x007C6C20,,.rdata,data,?CATEGORY@?$ModuleTag@$03$E?ORTHO_EMISSION_VELOCITY_MODULE_KEY@FXParticleSystem@@3QBDB$E?ORTHO_EMISSION_VELOCITY_MODULE_NAME@2@3QBDBVOrthoEmissionVelocityModule@2@VOrthoEmissionVelocityModuleTemplate@2@V?$DefaultParticleModule@$03@2@@FXParticleSystem@@2W4ModuleCategory@2@B
1114,0x007C6C20,,.rdata,data,?CATEGORY@?$ModuleTag@$03$E?OUTWARD_EMISSION_VELOCITY_MODULE_KEY@FXParticleSystem@@3QBDB$E?OUTWARD_EMISSION_VELOCITY_MODULE_NAME@2@3QBDBVOutwardEmissionVelocityModule@2@VOutwardEmissionVelocityModuleTemplate@2@V?$DefaultParticleModule@$03@2@@FXParticleSystem@@2W4ModuleCategory@2@B
1115,0x007C6C20,,.rdata,data,?CATEGORY@?$ModuleTag@$03$E?SPHERICAL_EMISSION_VELOCITY_MODULE_KEY@FXParticleSystem@@3QBDB$E?SPHERICAL_EMISSION_VELOCITY_MODULE_NAME@2@3QBDBVSphericalEmissionVelocityModule@2@VSphericalEmissionVelocityModuleTemplate@2@V?$DefaultParticleModule@$03@2@@FXParticleSystem@@2W4ModuleCategory@2@B
1116,0x0081B904,,.rdata,data,?CATEGORY@?$ModuleTag@$04$E?BOX_EMISSION_VOLUME_MODULE_KEY@FXParticleSystem@@3QBDB$E?BOX_EMISSION_VOLUME_MODULE_NAME@2@3QBDBVBoxEmissionVolumeModule@2@VBoxEmissionVolumeModuleTemplate@2@V?$DefaultParticleModule@$04@2@@FXParticleSystem@@2W4ModuleCategory@2@B
1117,0x0081B904,,.rdata,data,?CATEGORY@?$ModuleTag@$04$E?CYLINDER_EMISSION_VOLUME_MODULE_KEY@FXParticleSystem@@3QBDB$E?CYLINDER_EMISSION_VOLUME_MODULE_NAME@2@3QBDBVCylinderEmissionVolumeModule@2@VCylinderEmissionVolumeModuleTemplate@2@V?$DefaultParticleModule@$04@2@@FXParticleSystem@@2W4ModuleCategory@2@B
1118,0x0081B904,,.rdata,data,?CATEGORY@?$ModuleTag@$04$E?LIGHTNING_EMISSION_MODULE_KEY@FXParticleSystem@@3QBDB$E?LIGHTNING_EMISSION_MODULE_NAME@2@3QBDBVLightningEmissionModule@2@VLightningEmissionModuleTemplate@2@V?$DefaultParticleModule@$04@2@@FXParticleSystem@@2W4ModuleCategory@2@B
1119,0x0081B904,,.rdata,data,?CATEGORY@?$ModuleTag@$04$E?LINE_EMISSION_VOLUME_MODULE_KEY@FXParticleSystem@@3QBDB$E?LINE_EMISSION_VOLUME_MODULE_NAME@2@3QBDBVLineEmissionVolumeModule@2@VLineEmissionVolumeModuleTemplate@2@V?$DefaultParticleModule@$04@2@@FXParticleSystem@@2W4ModuleCategory@2@B
1120,0x0081B904,,.rdata,data,?CATEGORY@?$ModuleTag@$04$E?POINT_EMISSION_VOLUME_MODULE_KEY@FXParticleSystem@@3QBDB$E?POINT_EMISSION_VOLUME_MODULE_NAME@2@3QBDBVPointEmissionVolumeModule@2@VPointEmissionVolumeModuleTemplate@2@V?$DefaultParticleModule@$04@2@@FXParticleSystem@@2W4ModuleCategory@2@B
1121,0x0081B904,,.rdata,data,?CATEGORY@?$ModuleTag@$04$E?SPHERE_EMISSION_VOLUME_MODULE_KEY@FXParticleSystem@@3QBDB$E?SPHERE_EMISSION_VOLUME_MODULE_NAME@2@3QBDBVSphereEmissionVolumeModule@2@VSphereEmissionVolumeModuleTemplate@2@V?$DefaultParticleModule@$04@2@@FXParticleSystem@@2W4ModuleCategory@2@B
1122,0x0081B904,,.rdata,data,?CATEGORY@?$ModuleTag@$04$E?TERRAIN_FIRE_EMISSION_MODULE_KEY@FXParticleSystem@@3QBDB$E?TERRAIN_FIRE_EMISSION_MODULE_NAME@2@3QBDBVTerrainFireEmissionModule@2@VTerrainFireEmissionModuleTemplate@2@V?$DefaultParticleModule@$04@2@@FXParticleSystem@@2W4ModuleCategory@2@B
1123,0x007C4C58,,.rdata,data,?CATEGORY@?$ModuleTag@$05$E?BUTTERFLY_DRAW_MODULE_KEY@FXParticleSystem@@3QBDB$E?BUTTERFLY_DRAW_MODULE_NAME@2@3QBDBVButterflyDrawModule@2@VButterflyDrawModuleTemplate@2@V?$DefaultParticleModule@$05@2@@FXParticleSystem@@2W4ModuleCategory@2@B
1124,0x007C4C58,,.rdata,data,?CATEGORY@?$ModuleTag@$05$E?GPU_DRAW_MODULE_KEY@FXParticleSystem@@3QBDB$E?GPU_DRAW_MODULE_NAME@2@3QBDBVGpuDrawModule@2@VGpuDrawModuleTemplate@2@V?$DefaultParticleModule@$05@2@@FXParticleSystem@@2W4ModuleCategory@2@B
1125,0x007C4C58,,.rdata,data,?CATEGORY@?$ModuleTag@$05$E?LIGHTNING_DRAW_MODULE_KEY@FXParticleSystem@@3QBDB$E?LIGHTNING_DRAW_MODULE_NAME@2@3QBDBVLightningDrawModule@2@VLightningDrawModuleTemplate@2@V?$DefaultParticleModule@$05@2@@FXParticleSystem@@2W4ModuleCategory@2@B
1126,0x007C4C58,,.rdata,data,?CATEGORY@?$ModuleTag@$05$E?QUAD_DRAW_MODULE_KEY@FXParticleSystem@@3QBDB$E?QUAD_DRAW_MODULE_NAME@2@3QBDBVQuadDrawModule@2@VQuadDrawModuleTemplate@2@V?$DefaultParticleModule@$05@2@@FXParticleSystem@@2W4ModuleCategory@2@B
1127,0x007C4C58,,.rdata,data,?CATEGORY@?$ModuleTag@$05$E?RENDEROBJECT_DRAW_MODULE_KEY@FXParticleSystem@@3QBDB$E?RENDEROBJECT_DRAW_MODULE_NAME@2@3QBDBVRenderObjectDrawModule@2@VRenderObjectDrawModuleTemplate@2@V?$DefaultParticleModule@$05@2@@FXParticleSystem@@2W4ModuleCategory@2@B
1128,0x007C4C58,,.rdata,data,?CATEGORY@?$ModuleTag@$05$E?STREAK_DRAW_MODULE_KEY@FXParticleSystem@@3QBDB$E?STREAK_DRAW_MODULE_NAME@2@3QBDBVStreakDrawModule@2@VStreakDrawModuleTemplate@2@V?$DefaultParticleModule@$05@2@@FXParticleSystem@@2W4ModuleCategory@2@B
1129,0x007C4C58,,.rdata,data,?CATEGORY@?$ModuleTag@$05$E?VALUE@?$DefaultModuleKey@$05@FXParticleSystem@@2QBDB$E?VALUE@?$DefaultModuleName@$05@FXParticleSystem@@2QBDBV?$DefaultModule@$05@FXParticleSystem@@V?$DefaultModuleTemplate@$05@2@V?$DefaultParticleModule@$05@2@@FXParticleSystem@@2W4ModuleCategory@2@B
1130,0x00877E78,,.rdata,data,?CATEGORY@?$ModuleTag@$06$E?VALUE@?$DefaultModuleKey@$06@FXParticleSystem@@2QBDB$E?VALUE@?$DefaultModuleName@$06@FXParticleSystem@@2QBDBV?$DefaultModule@$06@FXParticleSystem@@V?$DefaultModuleTemplate@$06@2@V?$DefaultParticleModule@$06@2@@FXParticleSystem@@2W4ModuleCategory@2@B
1131,0x007BB880,,.rdata,data,?CATEGORY@?$ModuleTag@$07$E?LIFE_EVENT_MODULE_KEY@FXParticleSystem@@3QBDB$E?LIFE_EVENT_MODULE_NAME@2@3QBDBVLifeEventModule@2@VLifeEventModuleTemplate@2@VParticleLifeEventModule@2@@FXParticleSystem@@2W4ModuleCategory@2@B
1132,0x007BB880,,.rdata,data,?CATEGORY@?$ModuleTag@$07$E?TERRAIN_COLLISION_MODULE_KEY@FXParticleSystem@@3QBDB$E?TERRAIN_COLLISION_MODULE_NAME@2@3QBDBVTerrainCollisionModule@2@VTerrainCollisionModuleTemplate@2@VParticleTerrainCollisionModule@2@@FXParticleSystem@@2W4ModuleCategory@2@B
1133,0x007BAEAC,,.rdata,data,?CATEGORY@?$ModuleTag@$0A@$E?VALUE@?$DefaultModuleKey@$0A@@FXParticleSystem@@2QBDB$E?VALUE@?$DefaultModuleName@$0A@@FXParticleSystem@@2QBDBV?$DefaultModule@$0A@@FXParticleSystem@@V?$DefaultModuleTemplate@$0A@@2@V?$DefaultParticleModule@$0A@@2@@FXParticleSystem@@2W4ModuleCategory@2@B
1134,0x0086BE64,,.rdata,data,?CYLINDER_EMISSION_VOLUME_MODULE_KEY@FXParticleSystem@@3QBDB
1135,0x0086BE68,,.rdata,data,?CYLINDER_EMISSION_VOLUME_MODULE_NAME@FXParticleSystem@@3QBDB
1136,0x0086C250,,.rdata,data,?CYLINDRICAL_EMISSION_VELOCITY_MODULE_KEY@FXParticleSystem@@3QBDB
1137,0x0086C254,,.rdata,data,?CYLINDRICAL_EMISSION_VELOCITY_MODULE_NAME@FXParticleSystem@@3QBDB
1138,0x006B3100,,.text,code,?ClosestPointOnLineSegment@@YA?AVCoord2D@@ABULineSegment2D@@ABV1@@Z
1139,0x0002FBC0,,.text,code,?Cos@@YAMM@Z
1140,0x00003C70,,.text,code,?CrossProduct@Coord3D@@QAEAAV1@ABUCoord3DBase@@0@Z
1141,0x0081B2F4,,.rdata,data,?DEFAULT_ANGLE@WindModuleInfo@FXParticleSystem@@2MB
1142,0x0081B2F8,,.rdata,data,?DEFAULT_ANGLE_CHANGE@WindModuleInfo@FXParticleSystem@@2MB
1143,0x0081B300,,.rdata,data,?DEFAULT_ANGLE_CHANGE_MAX@WindModuleInfo@FXParticleSystem@@2MB
1144,0x0081B2FC,,.rdata,data,?DEFAULT_ANGLE_CHANGE_MIN@WindModuleInfo@FXParticleSystem@@2MB
1145,0x0081B2EC,,.rdata,data,?DEFAULT_FULL_STRENGTH_DIST@WindModuleInfo@FXParticleSystem@@2MB
1146,0x0081B2E4,,.rdata,data,?DEFAULT_MOTION@WindModuleInfo@FXParticleSystem@@2W4WindMotion@2@B
1147,0x009C0A9C,,.data,data,?DEFAULT_MOTION_END_ANGLE@WindModuleInfo@FXParticleSystem@@2MB
1148,0x0081B310,,.rdata,data,?DEFAULT_MOTION_END_ANGLE_MAX@WindModuleInfo@FXParticleSystem@@2MB
1149,0x0081B30C,,.rdata,data,?DEFAULT_MOTION_END_ANGLE_MIN@WindModuleInfo@FXParticleSystem@@2MB
1150,0x0081B314,,.rdata,data,?DEFAULT_MOTION_MOVING_TO_END_ANGLE@WindModuleInfo@FXParticleSystem@@2DB
1151,0x00A02904,,.data,data,?DEFAULT_MOTION_START_ANGLE@WindModuleInfo@FXParticleSystem@@2MB
1152,0x0081B308,,.rdata,data,?DEFAULT_MOTION_START_ANGLE_MAX@WindModuleInfo@FXParticleSystem@@2MB
1153,0x0081B304,,.rdata,data,?DEFAULT_MOTION_START_ANGLE_MIN@WindModuleInfo@FXParticleSystem@@2MB
1154,0x0081B2E8,,.rdata,data,?DEFAULT_STRENGTH@WindModuleInfo@FXParticleSystem@@2MB
1155,0x0081B318,,.rdata,data,?DEFAULT_TURBULENCE_AMPLITUDE@WindModuleInfo@FXParticleSystem@@2MB
1156,0x0081B31C,,.rdata,data,?DEFAULT_TURBULENCE_FREQUENCY@WindModuleInfo@FXParticleSystem@@2MB
1157,0x0081B2F0,,.rdata,data,?DEFAULT_ZERO_STRENGTH_DIST@WindModuleInfo@FXParticleSystem@@2MB
1158,0x0000424D,,.text,code,?Determinant@Matrix4D@@QBEMXZ
1159,0x009BA3E8,,.data,data,?DistributionTypeNames@GameClientRandomVariable@@2PAPBDA
1160,0x00306A9B,,.text,code,?DoXfer@ButterflyDrawModuleInfo@FXParticleSystem@@UAEXAAVXfer@@@Z
1161,0x0055B266,,.text,code,?DoXfer@DefaultAlphaModuleInfo@FXParticleSystem@@UAEXAAVXfer@@@Z
1162,0x0055B8CD,,.text,code,?DoXfer@DefaultColorModuleInfo@FXParticleSystem@@UAEXAAVXfer@@@Z
1163,0x00306A9B,,.text,code,?DoXfer@DefaultDrawModuleInfo@FXParticleSystem@@UAEXAAVXfer@@@Z
1164,0x0055EECB,,.text,code,?DoXfer@DefaultPhysicsModuleInfo@FXParticleSystem@@UAEXAAVXfer@@@Z
1165,0x0055F67C,,.text,code,?DoXfer@DefaultUpdateModuleInfo@FXParticleSystem@@UAEXAAVXfer@@@Z
1166,0x0047A69C,,.text,code,?DoXfer@EmissionVelocityInfo@FXParticleSystem@@UAEXAAVXfer@@@Z
1167,0x0047A69C,,.text,code,?DoXfer@EmissionVolumeInfo@FXParticleSystem@@UAEXAAVXfer@@@Z
1168,0x0056390A,,.text,code,?DoXfer@GpuDrawModuleInfo@FXParticleSystem@@UAEXAAVXfer@@@Z
1169,0x00563E72,,.text,code,?DoXfer@LifeEventModuleInfo@FXParticleSystem@@UAEXAAVXfer@@@Z
1170,0x005614D9,,.text,code,?DoXfer@LightningDrawModuleInfo@FXParticleSystem@@UAEXAAVXfer@@@Z
1171,0x001F4F5A,,.text,code,?DoXfer@ParticleSystemInfo@FXParticleSystem@@UAEXAAVXfer@@@Z
1172,0x00306A9B,,.text,code,?DoXfer@QuadDrawModuleInfo@FXParticleSystem@@UAEXAAVXfer@@@Z
1173,0x00562871,,.text,code,?DoXfer@RenderObjectDrawModuleInfo@FXParticleSystem@@UAEXAAVXfer@@@Z
1174,0x00562182,,.text,code,?DoXfer@RenderObjectUpdateModuleInfo@FXParticleSystem@@UAEXAAVXfer@@@Z
1175,0x00306A9B,,.text,code,?DoXfer@StreakDrawModuleInfo@FXParticleSystem@@UAEXAAVXfer@@@Z
1176,0x0056445E,,.text,code,?DoXfer@TerrainCollisionModuleInfo@FXParticleSystem@@UAEXAAVXfer@@@Z
1177,0x003A547E,,.text,code,?DoXfer@WindModuleInfo@FXParticleSystem@@UAEXAAVXfer@@@Z
1178,0x0081B668,,.rdata,data,?EmissionVelocityTypeNames@FXParticleSystem@@3QBQBDB
1179,0x0081B684,,.rdata,data,?EmissionVolumeTypeNames@FXParticleSystem@@3QBQBDB
1180,0x0086C9E8,,.rdata,data,?GPU_DRAW_MODULE_KEY@FXParticleSystem@@3QBDB
1181,0x0086C9EC,,.rdata,data,?GPU_DRAW_MODULE_NAME@FXParticleSystem@@3QBDB
1182,0x0047A69C,,.text,code,?GetAssetList@ParticleSystemTemplate@FXParticleSystem@@QBEXAAVAssetList@@@Z
1183,0x003AFD16,,.text,code,?GetKey@FXParticleSystem@@YAPBDW4ModuleCategory@1@@Z
1184,0x0000599F,,.text,code,?GetLength2D@Coord3D@@QBEMXZ
1185,0x0000599F,,.text,code,?GetLength@Coord2D@@QBEMXZ
1186,0x00005A26,,.text,code,?GetLength@Coord3D@@QBEMXZ
1187,0x000037D1,,.text,code,?GetLengthEstimate2D@Coord3D@@QBEMXZ
1188,0x000037D1,,.text,code,?GetLengthEstimate@Coord2D@@QBEMXZ
1189,0x00003ACE,,.text,code,?GetLengthEstimate@Coord3D@@QBEMXZ
1190,0x000059BF,,.text,code,?GetLengthSqrd2D@Coord3D@@QBEMXZ
1191,0x000059BF,,.text,code,?GetLengthSqrd@Coord2D@@QBEMXZ
1192,0x00005A51,,.text,code,?GetLengthSqrd@Coord3D@@QBEMXZ
1193,0x003AFD0A,,.text,code,?GetName@FXParticleSystem@@YAPBDW4ModuleCategory@1@@Z
1194,0x003A614B,,.text,code,?GetSnapshotName@ButterflyDrawModuleInfo@FXParticleSystem@@UAEPBDXZ
1195,0x003A611B,,.text,code,?GetSnapshotName@DefaultAlphaModuleInfo@FXParticleSystem@@UAEPBDXZ
1196,0x003A6121,,.text,code,?GetSnapshotName@DefaultColorModuleInfo@FXParticleSystem@@UAEPBDXZ
1197,0x003A6127,,.text,code,?GetSnapshotName@DefaultDrawModuleInfo@FXParticleSystem@@UAEPBDXZ
1198,0x003A612D,,.text,code,?GetSnapshotName@DefaultPhysicsModuleInfo@FXParticleSystem@@UAEPBDXZ
1199,0x003A6133,,.text,code,?GetSnapshotName@DefaultUpdateModuleInfo@FXParticleSystem@@UAEPBDXZ
1200,0x001F35BF,,.text,code,?GetSnapshotName@EmissionVelocityInfo@FXParticleSystem@@UAEPBDXZ
1201,0x001F354A,,.text,code,?GetSnapshotName@EmissionVolumeInfo@FXParticleSystem@@UAEPBDXZ
1202,0x003A615D,,.text,code,?GetSnapshotName@GpuDrawModuleInfo@FXParticleSystem@@UAEPBDXZ
1203,0x003A6139,,.text,code,?GetSnapshotName@LifeEventModuleInfo@FXParticleSystem@@UAEPBDXZ
1204,0x003A6157,,.text,code,?GetSnapshotName@LightningDrawModuleInfo@FXParticleSystem@@UAEPBDXZ
1205,0x00001272,,.text,code,?GetSnapshotName@ParticleSystemInfo@FXParticleSystem@@UAEPBDXZ
1206,0x003A6145,,.text,code,?GetSnapshotName@QuadDrawModuleInfo@FXParticleSystem@@UAEPBDXZ
1207,0x003A6151,,.text,code,?GetSnapshotName@RenderObjectDrawModuleInfo@FXParticleSystem@@UAEPBDXZ
1208,0x003A6163,,.text,code,?GetSnapshotName@RenderObjectUpdateModuleInfo@FXParticleSystem@@UAEPBDXZ
1209,0x003A613F,,.text,code,?GetSnapshotName@StreakDrawModuleInfo@FXParticleSystem@@UAEPBDXZ
1210,0x003A6169,,.text,code,?GetSnapshotName@TerrainCollisionModuleInfo@FXParticleSystem@@UAEPBDXZ
1211,0x001F35D9,,.text,code,?GetSnapshotName@WindModuleInfo@FXParticleSystem@@UAEPBDXZ
1212,0x0009314A,,.text,code,?GetTranslationVector@Matrix4D@@QBEAAVCoord3D@@AAV2@@Z
1213,0x003AA97F,,.text,code,?GetValue@?$DefaultModuleKey@$00@FXParticleSystem@@CAPBDXZ
1214,0x003AACFA,,.text,code,?GetValue@?$DefaultModuleKey@$01@FXParticleSystem@@CAPBDXZ
1215,0x003AABD1,,.text,code,?GetValue@?$DefaultModuleKey@$02@FXParticleSystem@@CAPBDXZ
1216,0x003AA252,,.text,code,?GetValue@?$DefaultModuleKey@$05@FXParticleSystem@@CAPBDXZ
1217,0x003AAE23,,.text,code,?GetValue@?$DefaultModuleKey@$06@FXParticleSystem@@CAPBDXZ
1218,0x003AAAA8,,.text,code,?GetValue@?$DefaultModuleKey@$0A@@FXParticleSystem@@CAPBDXZ
1219,0x003AA9FE,,.text,code,?GetValue@?$DefaultModuleName@$00@FXParticleSystem@@CAPBDXZ
1220,0x003AAD79,,.text,code,?GetValue@?$DefaultModuleName@$01@FXParticleSystem@@CAPBDXZ
1221,0x003AAC50,,.text,code,?GetValue@?$DefaultModuleName@$02@FXParticleSystem@@CAPBDXZ
1222,0x003AA2D1,,.text,code,?GetValue@?$DefaultModuleName@$05@FXParticleSystem@@CAPBDXZ
1223,0x003AAEA2,,.text,code,?GetValue@?$DefaultModuleName@$06@FXParticleSystem@@CAPBDXZ
1224,0x003AAB27,,.text,code,?GetValue@?$DefaultModuleName@$0A@@FXParticleSystem@@CAPBDXZ
1225,0x00004BBF,,.text,code,?GetXVector@Matrix4D@@QBEAAVCoord3D@@AAV2@@Z
1226,0x00004BD6,,.text,code,?GetYVector@Matrix4D@@QBEAAVCoord3D@@AAV2@@Z
1227,0x00004BEE,,.text,code,?GetZVector@Matrix4D@@QBEAAVCoord3D@@AAV2@@Z
1228,0x0086CBC8,,.rdata,data,?HEMISPHERICAL_EMISSION_VELOCITY_MODULE_KEY@FXParticleSystem@@3QBDB
1229,0x0086CBCC,,.rdata,data,?HEMISPHERICAL_EMISSION_VELOCITY_MODULE_NAME@FXParticleSystem@@3QBDB
1230,0x007BAC1C,,.rdata,data,?IS_DEFAULT@?$ModuleTag@$00$E?VALUE@?$DefaultModuleKey@$00@FXParticleSystem@@2QBDB$E?VALUE@?$DefaultModuleName@$00@FXParticleSystem@@2QBDBV?$DefaultModule@$00@FXParticleSystem@@V?$DefaultModuleTemplate@$00@2@V?$DefaultParticleModule@$00@2@@FXParticleSystem@@2_NB
1231,0x007BAC1C,,.rdata,data,?IS_DEFAULT@?$ModuleTag@$01$E?RENDEROBJECT_UPDATE_MODULE_KEY@FXParticleSystem@@3QBDB$E?RENDEROBJECT_UPDATE_MODULE_NAME@2@3QBDBVRenderObjectUpdateModule@2@VRenderObjectUpdateModuleTemplate@2@VRenderObjectParticleUpdateModule@2@@FXParticleSystem@@2_NB
1232,0x007BAC1C,,.rdata,data,?IS_DEFAULT@?$ModuleTag@$01$E?VALUE@?$DefaultModuleKey@$01@FXParticleSystem@@2QBDB$E?VALUE@?$DefaultModuleName@$01@FXParticleSystem@@2QBDBV?$DefaultModule@$01@FXParticleSystem@@V?$DefaultModuleTemplate@$01@2@V?$DefaultParticleModule@$01@2@@FXParticleSystem@@2_NB
1233,0x007BAC1C,,.rdata,data,?IS_DEFAULT@?$ModuleTag@$02$E?VALUE@?$DefaultModuleKey@$02@FXParticleSystem@@2QBDB$E?VALUE@?$DefaultModuleName@$02@FXParticleSystem@@2QBDBV?$DefaultModule@$02@FXParticleSystem@@V?$DefaultModuleTemplate@$02@2@V?$DefaultParticleModule@$02@2@@FXParticleSystem@@2_NB
